PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)
968.0,652.0,937.0,1051.0,788.0,3.6,84.4,0.6724,0.8
1071.0,787.0,755.0,1146.0,947.0,3.8,83.8,0.6771,1.5
1310.0,1082.0,555.0,1400.0,1254.0,4.1,82.5,0.6819,3.1
1332.0,1132.0,522.0,1439.0,1352.0,3.9,83.9,0.6847,3.8
1178.0,939.0,640.0,1228.0,1165.0,4.1,83.9,0.6967,2.7
1093.0,836.0,728.0,1142.0,1025.0,4.6,82.0,0.6997,1.8
1060.0,784.0,770.0,1117.0,941.0,5.5,79.5,0.7238,1.4
1121.0,873.0,697.0,1206.0,1000.0,6.7,76.2,0.7519,1.7
1118.0,888.0,685.0,1223.0,962.0,7.9,69.0,0.7394,1.9
1205.0,1002.0,612.0,1299.0,1214.0,8.5,66.3,0.7387,2.2
1274.0,1094.0,537.0,1364.0,1428.0,7.6,70.8,0.7399,3.0
1301.0,1092.0,525.0,1388.0,1484.0,7.2,72.4,0.7372,3.0
1405.0,1224.0,468.0,1503.0,1658.0,6.7,74.2,0.7326,3.9
1375.0,1230.0,473.0,1522.0,1632.0,6.1,75.8,0.7184,4.0
1367.0,1225.0,485.0,1492.0,1628.0,6.3,74.9,0.7187,3.9
1324.0,1121.0,531.0,1399.0,1481.0,6.0,78.0,0.7345,3.5
1170.0,917.0,652.0,1218.0,1205.0,5.6,81.2,0.7443,2.4
1169.0,895.0,681.0,1201.0,1106.0,5.5,81.5,0.7393,2.1
1181.0,905.0,657.0,1215.0,1106.0,5.3,84.1,0.753,2.5
1146.0,860.0,692.0,1181.0,1092.0,5.2,83.9,0.7487,2.1
1059.0,773.0,767.0,1127.0,984.0,5.1,83.5,0.7416,1.5
1010.0,679.0,854.0,1046.0,889.0,5.0,82.9,0.73,1.1
1007.0,677.0,863.0,1053.0,848.0,5.0,82.5,0.7265,1.0
932.0,595.0,991.0,1025.0,771.0,5.0,82.8,0.7273,0.8
998.0,717.0,872.0,1095.0,895.0,5.2,80.7,0.7219,1.0
1072.0,819.0,751.0,1161.0,1003.0,5.3,80.2,0.7179,1.4
1424.0,1260.0,494.0,1568.0,1442.0,5.7,79.7,0.734,3.6
1527.0,1502.0,411.0,1868.0,1727.0,6.2,76.8,0.7355,5.8
1364.0,1234.0,504.0,1533.0,1606.0,8.3,67.4,0.7384,4.2
1190.0,1044.0,615.0,1324.0,1354.0,10.8,52.1,0.6746,3.3
1021.0,839.0,771.0,1084.0,914.0,13.0,40.3,0.6028,1.7
1051.0,914.0,707.0,1122.0,913.0,10.9,44.8,0.5849,2.1
1021.0,882.0,727.0,1097.0,847.0,11.5,42.1,0.5706,2.2
1016.0,842.0,762.0,1067.0,778.0,12.5,38.5,0.5568,1.8
1040.0,893.0,723.0,1104.0,835.0,12.6,38.5,0.5586,2.0
1089.0,916.0,710.0,1124.0,903.0,12.3,38.4,0.5488,2.3
1148.0,1054.0,631.0,1233.0,1157.0,10.2,43.1,0.5366,2.8
1162.0,1070.0,625.0,1229.0,1237.0,8.6,48.2,0.5385,3.4
1197.0,1102.0,609.0,1309.0,1253.0,7.8,50.8,0.5384,4.0
1059.0,905.0,735.0,1098.0,1130.0,7.3,52.8,0.5404,2.3
1207.0,1023.0,629.0,1233.0,1373.0,6.2,62.4,0.5958,2.7
1188.0,983.0,648.0,1193.0,1338.0,5.1,68.2,0.6033,2.7
1153.0,933.0,687.0,1133.0,1268.0,4.7,69.0,0.5936,2.8
1061.0,849.0,757.0,1063.0,1125.0,4.0,69.8,0.5756,2.1
1028.0,831.0,771.0,1063.0,1054.0,3.4,71.3,0.5626,1.9
1082.0,843.0,729.0,1061.0,1090.0,2.8,74.0,0.5591,2.1
1037.0,771.0,784.0,1004.0,1029.0,2.3,75.1,0.5514,1.7
942.0,688.0,897.0,947.0,882.0,3.8,66.2,0.5359,1.3
904.0,633.0,993.0,897.0,717.0,4.6,60.5,0.5173,0.9
855.0,578.0,1121.0,855.0,599.0,5.7,54.3,0.5022,1.0
914.0,705.0,966.0,926.0,687.0,6.2,51.3,0.488,1.0
933.0,714.0,899.0,927.0,706.0,6.7,49.5,0.4892,1.5
942.0,696.0,920.0,912.0,682.0,8.8,45.0,0.5114,1.5
943.0,688.0,924.0,909.0,629.0,9.6,43.5,0.5202,1.4
959.0,717.0,892.0,939.0,664.0,9.8,43.3,0.5238,2.4
971.0,739.0,868.0,972.0,664.0,9.9,43.5,0.53,2.8
954.0,735.0,863.0,953.0,630.0,9.8,44.1,0.5332,2.9
929.0,645.0,962.0,906.0,524.0,9.7,45.1,0.5417,2.6
933.0,660.0,955.0,911.0,488.0,9.0,47.3,0.542,2.5
967.0,704.0,888.0,961.0,609.0,7.4,56.0,0.5797,2.7
987.0,723.0,863.0,974.0,684.0,6.4,61.7,0.5956,2.8
1003.0,772.0,821.0,1008.0,788.0,6.8,58.0,0.5758,3.0
1138.0,986.0,663.0,1188.0,1030.0,7.3,56.7,0.5806,3.7
1087.0,903.0,713.0,1106.0,1026.0,7.2,56.7,0.579,3.5
1129.0,920.0,689.0,1139.0,1182.0,6.7,59.1,0.5848,3.8
1191.0,1005.0,637.0,1224.0,1284.0,5.9,62.1,0.5808,4.3
1256.0,1032.0,612.0,1230.0,1371.0,6.3,60.4,0.5811,4.8
1171.0,960.0,679.0,1121.0,1234.0,5.5,60.2,0.5458,4.2
1016.0,780.0,798.0,1004.0,1060.0,4.6,64.4,0.5525,3.3
1035.0,805.0,790.0,1022.0,1038.0,3.5,68.8,0.5458,3.0
901.0,631.0,988.0,915.0,751.0,3.7,65.9,0.5295,1.0
914.0,655.0,949.0,949.0,742.0,1.6,74.3,0.5168,0.9
940.0,665.0,900.0,955.0,879.0,1.4,76.3,0.5261,1.1
935.0,689.0,894.0,949.0,871.0,2.5,69.5,0.5172,1.1
970.0,691.0,891.0,956.0,890.0,3.7,64.8,0.5208,1.2
1064.0,830.0,739.0,1053.0,1059.0,7.8,49.9,0.5307,1.7
1023.0,776.0,817.0,972.0,808.0,11.2,37.1,0.4936,1.6
955.0,706.0,888.0,884.0,616.0,12.6,30.6,0.446,1.4
943.0,714.0,898.0,868.0,609.0,10.3,32.9,0.4131,1.8
895.0,622.0,1012.0,804.0,471.0,10.0,35.5,0.4346,1.1
890.0,601.0,1053.0,803.0,391.0,8.8,40.0,0.4538,0.9
904.0,608.0,1033.0,807.0,398.0,8.3,40.3,0.4431,1.1
888.0,611.0,1035.0,791.0,419.0,7.9,38.9,0.4141,1.1
905.0,648.0,1007.0,822.0,509.0,6.8,41.0,0.4072,1.2
974.0,757.0,886.0,884.0,723.0,6.0,42.0,0.3962,1.6
1048.0,847.0,801.0,955.0,888.0,5.5,43.5,0.3963,2.6
895.0,660.0,975.0,826.0,596.0,4.6,46.8,0.4001,1.5
875.0,594.0,1079.0,793.0,451.0,4.5,48.0,0.4085,1.0
943.0,703.0,950.0,870.0,581.0,4.3,48.6,0.4069,1.3
947.0,697.0,913.0,878.0,698.0,4.0,50.0,0.4115,1.6
865.0,566.0,1119.0,797.0,423.0,4.0,52.9,0.4338,1.0
823.0,503.0,1268.0,755.0,332.0,4.0,51.0,0.42,0.6
798.0,452.0,1435.0,699.0,280.0,3.9,48.1,0.393,0.4
781.0,425.0,1609.0,667.0,261.0,3.8,48.0,0.3879,0.3
781.0,409.0,1664.0,669.0,252.0,3.6,50.3,0.4022,0.3
779.0,402.0,1665.0,684.0,257.0,2.8,52.6,0.3972,0.3
817.0,462.0,1378.0,732.0,308.0,2.5,52.7,0.3908,0.4
893.0,629.0,1015.0,837.0,456.0,2.7,50.5,0.3804,1.0
883.0,659.0,943.0,842.0,527.0,2.7,49.4,0.3714,1.2
839.0,608.0,1040.0,780.0,475.0,3.3,45.2,0.354,1.0
809.0,587.0,1084.0,744.0,434.0,3.1,43.3,0.3354,0.9
805.0,584.0,1137.0,726.0,385.0,3.7,38.8,0.3123,0.8
840.0,661.0,1016.0,757.0,435.0,4.0,36.8,0.3016,1.1
812.0,646.0,1045.0,731.0,421.0,3.7,35.0,0.2823,1.0
782.0,594.0,1134.0,673.0,371.0,3.4,32.4,0.2563,0.8
799.0,617.0,1099.0,699.0,382.0,3.3,33.1,0.2592,0.9
812.0,640.0,1093.0,716.0,408.0,2.6,35.1,0.2618,0.9
922.0,842.0,849.0,858.0,676.0,2.1,36.6,0.2634,2.0
938.0,903.0,790.0,885.0,798.0,1.6,37.9,0.2645,2.4
939.0,872.0,814.0,870.0,793.0,1.4,38.0,0.2615,2.5
827.0,687.0,1015.0,727.0,573.0,1.0,36.6,0.2456,1.6
776.0,580.0,1183.0,655.0,402.0,1.1,35.4,0.2382,0.9
755.0,538.0,1285.0,621.0,343.0,1.0,34.3,0.2292,0.7
766.0,515.0,1327.0,642.0,322.0,1.0,37.4,0.2487,0.6
762.0,487.0,1364.0,640.0,307.0,0.7,41.2,0.2693,0.6
736.0,453.0,1498.0,602.0,268.0,0.2,40.6,0.2566,0.4
715.0,387.0,1791.0,559.0,227.0,0.1,40.0,0.2499,0.2
716.0,390.0,1804.0,551.0,221.0,-0.1,37.5,0.2326,0.2
731.0,408.0,1727.0,561.0,225.0,-0.3,38.4,0.2347,0.2
735.0,407.0,1677.0,579.0,232.0,-0.6,40.1,0.2404,0.2
779.0,500.0,1361.0,652.0,313.0,-0.6,41.4,0.2478,0.5
915.0,774.0,911.0,839.0,629.0,-0.2,40.2,0.2478,1.5
905.0,818.0,853.0,840.0,790.0,0.6,36.8,0.2388,1.9
835.0,688.0,988.0,720.0,630.0,2.8,30.3,0.2294,1.4
798.0,609.0,1122.0,660.0,472.0,3.1,29.1,0.224,0.9
783.0,580.0,1181.0,647.0,378.0,3.3,29.2,0.2288,0.7
807.0,623.0,1097.0,684.0,384.0,3.1,31.0,0.2386,0.8
827.0,660.0,1030.0,709.0,426.0,3.2,30.8,0.2399,1.0
822.0,632.0,1074.0,701.0,442.0,3.3,31.5,0.2464,0.9
830.0,655.0,1045.0,710.0,467.0,4.1,28.6,0.2363,1.0
833.0,653.0,1073.0,708.0,448.0,3.9,29.2,0.2378,0.9
882.0,766.0,922.0,815.0,582.0,1.9,35.0,0.2494,1.4
967.0,880.0,815.0,887.0,892.0,1.8,35.4,0.2497,2.1
1009.0,958.0,751.0,935.0,1006.0,1.4,36.5,0.2503,2.8
911.0,777.0,913.0,796.0,852.0,0.8,36.3,0.2388,2.2
808.0,613.0,1137.0,672.0,543.0,0.6,34.1,0.221,1.0
812.0,621.0,1143.0,669.0,529.0,0.3,31.9,0.2031,1.1
790.0,597.0,1184.0,637.0,465.0,0.2,30.2,0.191,0.9
765.0,544.0,1253.0,601.0,405.0,0.0,29.7,0.1847,0.8
761.0,525.0,1307.0,605.0,332.0,-0.1,31.9,0.1975,0.6
788.0,486.0,1294.0,650.0,420.0,-1.1,41.4,0.2379,0.5
804.0,489.0,1262.0,698.0,630.0,-1.3,46.3,0.2635,0.4
831.0,537.0,1158.0,722.0,768.0,-1.2,47.2,0.27,0.5
881.0,680.0,1023.0,813.0,866.0,-1.3,47.5,0.2702,0.7
1099.0,1013.0,690.0,1056.0,1254.0,-1.9,51.4,0.2801,2.4
1100.0,1065.0,669.0,1072.0,1347.0,-0.5,45.9,0.2763,2.8
1042.0,910.0,774.0,922.0,1216.0,4.6,32.5,0.2783,2.0
1026.0,935.0,747.0,942.0,1151.0,7.5,24.3,0.2528,2.2
905.0,796.0,900.0,767.0,699.0,9.6,18.8,0.2246,1.4
891.0,790.0,927.0,764.0,584.0,9.3,18.4,0.2157,1.2
968.0,938.0,790.0,897.0,836.0,9.7,18.6,0.2244,1.9
909.0,826.0,898.0,802.0,626.0,10.1,16.7,0.2062,1.3
938.0,945.0,804.0,855.0,878.0,11.8,13.5,0.1862,2.0
971.0,917.0,802.0,885.0,952.0,11.6,15.3,0.2086,2.0
1148.0,1226.0,624.0,1126.0,1460.0,9.1,19.2,0.2225,3.4
1299.0,1384.0,523.0,1325.0,1855.0,7.2,25.6,0.2611,5.1
1315.0,1269.0,551.0,1282.0,1860.0,6.1,34.0,0.3237,5.3
1180.0,1020.0,656.0,1054.0,1629.0,5.1,36.4,0.323,2.8
1070.0,821.0,754.0,936.0,1454.0,4.8,39.6,0.344,1.6
1031.0,763.0,818.0,905.0,1348.0,5.0,39.6,0.3479,1.4
1047.0,778.0,799.0,907.0,1326.0,4.1,41.7,0.3456,1.4
1030.0,724.0,832.0,893.0,1285.0,4.4,43.3,0.3656,1.4
986.0,682.0,875.0,884.0,1205.0,3.8,45.9,0.3728,1.1
992.0,655.0,876.0,887.0,1220.0,3.6,49.7,0.396,0.9
1076.0,715.0,783.0,947.0,1448.0,3.4,56.3,0.4455,1.0
1104.0,713.0,754.0,1001.0,1433.0,2.9,67.9,0.5183,1.0
1160.0,770.0,702.0,1063.0,1447.0,2.8,74.1,0.5618,1.2
1217.0,846.0,650.0,1120.0,1481.0,2.9,75.6,0.5742,1.4
1457.0,1167.0,496.0,1422.0,1785.0,3.8,72.4,0.5867,3.0
1337.0,1212.0,529.0,1406.0,1756.0,5.9,50.2,0.4706,4.2
1111.0,931.0,687.0,1069.0,1368.0,7.3,39.4,0.4035,2.1
1165.0,852.0,692.0,1155.0,1197.0,3.6,75.9,0.6055,2.0
1129.0,783.0,757.0,1127.0,1084.0,3.6,78.6,0.6283,1.6
1092.0,759.0,773.0,1088.0,1039.0,5.3,69.2,0.6213,1.4
1096.0,777.0,767.0,1107.0,961.0,6.1,66.0,0.6255,1.6
1108.0,783.0,758.0,1115.0,964.0,6.0,70.1,0.6577,1.5
1124.0,787.0,740.0,1147.0,941.0,6.3,72.1,0.6907,1.7
1216.0,879.0,670.0,1252.0,1111.0,6.3,75.7,0.7252,1.9
1437.0,1202.0,507.0,1510.0,1459.0,5.6,80.4,0.7382,3.8
1473.0,1245.0,476.0,1539.0,1519.0,4.9,82.4,0.7201,5.4
1396.0,1164.0,508.0,1488.0,1412.0,4.3,84.0,0.7051,4.2
1285.0,1013.0,568.0,1331.0,1336.0,4.3,83.6,0.7025,3.8
1206.0,928.0,621.0,1235.0,1285.0,4.6,82.5,0.7066,2.3
1179.0,868.0,664.0,1205.0,1240.0,4.4,82.0,0.6938,2.1
1213.0,877.0,654.0,1206.0,1282.0,4.3,80.9,0.6791,2.3
1142.0,849.0,680.0,1173.0,1189.0,4.1,81.2,0.6721,2.3
1089.0,750.0,765.0,1108.0,1117.0,3.9,80.9,0.6613,1.7
982.0,617.0,891.0,977.0,1024.0,4.5,70.6,0.6004,1.2
888.0,526.0,1134.0,912.0,744.0,4.5,65.1,0.5547,0.6
979.0,602.0,925.0,993.0,928.0,4.0,75.2,0.6161,0.9
1023.0,690.0,833.0,1049.0,1006.0,3.7,76.4,0.6164,1.1
1153.0,878.0,682.0,1180.0,1173.0,3.1,77.3,0.5985,1.9
1393.0,1204.0,506.0,1497.0,1568.0,3.7,74.4,0.5992,3.7
1567.0,1502.0,399.0,1848.0,1913.0,5.0,69.4,0.6118,6.1
1334.0,1174.0,524.0,1432.0,1643.0,6.5,60.9,0.5919,4.6
1280.0,1165.0,533.0,1435.0,1605.0,7.6,59.8,0.6245,3.3
1330.0,1145.0,537.0,1399.0,1668.0,8.6,57.6,0.6471,3.3
1349.0,1193.0,507.0,1493.0,1710.0,10.9,52.4,0.6826,3.4
1349.0,1167.0,515.0,1443.0,1632.0,12.3,48.3,0.6871,3.6
1344.0,1182.0,525.0,1411.0,1545.0,12.5,43.4,0.6298,3.9
1337.0,1198.0,521.0,1401.0,1557.0,11.9,42.3,0.5902,4.8
1316.0,1177.0,544.0,1392.0,1529.0,12.3,41.2,0.5867,3.9
1253.0,1094.0,575.0,1327.0,1430.0,10.8,48.1,0.6235,3.6
1258.0,1144.0,558.0,1336.0,1509.0,8.9,52.5,0.5996,3.6
1326.0,1253.0,514.0,1479.0,1615.0,8.4,54.7,0.6057,4.6
1109.0,896.0,710.0,1132.0,1242.0,7.5,58.7,0.6112,2.3
1029.0,762.0,820.0,1049.0,1065.0,6.9,60.0,0.5977,1.6
1112.0,833.0,759.0,1104.0,1180.0,6.6,61.3,0.5995,1.8
1100.0,810.0,768.0,1070.0,1158.0,6.3,59.8,0.5761,2.2
1136.0,849.0,715.0,1132.0,1216.0,5.4,65.8,0.5935,2.1
1000.0,712.0,848.0,989.0,971.0,5.8,59.6,0.5523,1.7
1041.0,732.0,789.0,1003.0,1076.0,4.9,62.6,0.5477,1.5
975.0,681.0,889.0,948.0,813.0,4.2,62.5,0.5191,1.1
993.0,727.0,810.0,989.0,1001.0,3.1,68.6,0.5302,1.1
872.0,587.0,1082.0,866.0,655.0,4.6,54.6,0.4682,0.8
1017.0,818.0,842.0,1034.0,933.0,5.0,54.5,0.4788,1.3
1070.0,928.0,701.0,1112.0,1088.0,7.0,48.1,0.4847,2.3
915.0,658.0,957.0,866.0,562.0,10.0,37.7,0.4643,1.1
978.0,772.0,870.0,955.0,586.0,13.0,30.3,0.452,1.1
968.0,777.0,830.0,929.0,617.0,14.0,28.1,0.4476,1.5
1008.0,843.0,787.0,998.0,705.0,13.3,28.9,0.4399,1.6
1025.0,913.0,724.0,1035.0,814.0,13.4,29.0,0.4436,2.2
983.0,806.0,820.0,966.0,615.0,13.5,28.3,0.4374,1.5
1018.0,868.0,751.0,1015.0,804.0,13.0,29.7,0.442,1.8
1101.0,916.0,721.0,1125.0,861.0,11.6,38.7,0.5271,2.0
1116.0,888.0,695.0,1176.0,980.0,8.6,56.3,0.6312,1.9
1161.0,945.0,654.0,1205.0,1077.0,8.5,57.9,0.6435,2.5
1212.0,1010.0,622.0,1284.0,1214.0,7.8,63.4,0.6735,2.6
1225.0,985.0,635.0,1255.0,1169.0,7.2,69.5,0.7084,3.2
1154.0,891.0,697.0,1197.0,1079.0,6.5,74.7,0.7248,2.2
1140.0,856.0,707.0,1171.0,1147.0,6.5,73.9,0.7224,1.9
1201.0,949.0,665.0,1220.0,1260.0,6.8,72.1,0.7143,2.4
1011.0,742.0,842.0,998.0,929.0,7.0,60.0,0.6055,1.8
867.0,590.0,1088.0,826.0,465.0,7.2,47.8,0.487,0.9
856.0,545.0,1166.0,803.0,398.0,7.2,47.3,0.483,0.8
859.0,527.0,1203.0,810.0,342.0,6.8,52.9,0.5245,0.7
859.0,479.0,1285.0,822.0,313.0,5.8,65.0,0.6029,0.6
842.0,454.0,1433.0,788.0,292.0,5.8,59.4,0.5502,0.5
856.0,505.0,1246.0,833.0,367.0,5.5,58.3,0.529,0.6
867.0,500.0,1219.0,818.0,387.0,5.9,54.8,0.5119,0.6
877.0,541.0,1148.0,829.0,399.0,7.3,48.7,0.5007,0.7
869.0,535.0,1162.0,783.0,376.0,9.4,39.9,0.4707,0.7
900.0,582.0,1081.0,792.0,377.0,11.2,33.8,0.449,0.9
899.0,603.0,1055.0,782.0,379.0,12.3,29.9,0.4255,1.0
895.0,624.0,1002.0,787.0,387.0,14.8,23.7,0.3945,1.0
992.0,844.0,830.0,990.0,552.0,13.1,26.6,0.399,1.4
1104.0,1095.0,609.0,1210.0,930.0,13.3,25.7,0.3914,3.0
933.0,711.0,912.0,850.0,554.0,12.0,27.7,0.3885,1.5
973.0,778.0,839.0,916.0,723.0,11.5,30.1,0.4067,1.7
1069.0,923.0,735.0,1036.0,875.0,10.1,33.2,0.4115,2.3
1055.0,821.0,797.0,942.0,949.0,8.6,38.1,0.4282,2.5
1032.0,778.0,834.0,926.0,869.0,8.0,41.2,0.4433,2.1
982.0,714.0,879.0,905.0,747.0,7.5,43.8,0.4551,1.5
968.0,680.0,918.0,891.0,740.0,6.8,46.9,0.465,1.4
979.0,718.0,883.0,903.0,807.0,6.1,46.3,0.4394,1.4
935.0,666.0,939.0,836.0,653.0,5.6,45.5,0.4187,1.4
942.0,666.0,960.0,848.0,553.0,5.4,48.8,0.4393,1.2
883.0,561.0,1080.0,785.0,412.0,5.1,51.2,0.4534,0.9
841.0,470.0,1311.0,708.0,289.0,5.3,51.0,0.4563,0.6
843.0,443.0,1490.0,730.0,262.0,5.2,57.2,0.5094,0.4
872.0,460.0,1359.0,755.0,288.0,4.5,63.1,0.5381,0.4
862.0,474.0,1312.0,753.0,310.0,5.2,54.5,0.486,0.5
917.0,562.0,1099.0,827.0,418.0,5.6,51.3,0.4712,0.7
1022.0,771.0,812.0,941.0,769.0,5.9,45.4,0.4244,1.5
1022.0,837.0,755.0,978.0,881.0,6.9,41.3,0.4145,1.9
961.0,789.0,839.0,910.0,816.0,8.6,34.2,0.3834,1.6
912.0,731.0,912.0,811.0,684.0,9.6,27.7,0.3308,1.4
896.0,731.0,911.0,799.0,627.0,10.6,25.3,0.3224,1.3
890.0,726.0,921.0,779.0,523.0,10.2,25.6,0.3181,1.3
891.0,740.0,919.0,788.0,502.0,10.0,25.2,0.3079,1.2
894.0,737.0,913.0,805.0,604.0,9.7,25.7,0.3088,1.3
907.0,753.0,886.0,819.0,682.0,9.7,26.8,0.3226,1.4
973.0,827.0,825.0,888.0,846.0,9.4,27.3,0.3216,1.7
1035.0,961.0,726.0,985.0,1027.0,7.9,28.0,0.2999,2.5
1146.0,1147.0,621.0,1148.0,1315.0,6.9,30.7,0.3066,3.8
1176.0,1162.0,600.0,1137.0,1363.0,6.1,33.3,0.3152,4.2
1057.0,935.0,720.0,982.0,1236.0,5.0,37.4,0.329,2.8
974.0,763.0,861.0,865.0,1076.0,4.2,40.9,0.3417,1.5
1044.0,834.0,781.0,924.0,1200.0,3.9,43.5,0.3538,1.8
988.0,734.0,860.0,868.0,1081.0,3.0,47.7,0.3658,1.5
1016.0,781.0,799.0,918.0,1174.0,2.5,52.1,0.3855,1.5
929.0,659.0,920.0,851.0,1033.0,2.0,53.5,0.3831,1.2
876.0,576.0,1040.0,815.0,900.0,1.0,56.7,0.3803,0.8
888.0,574.0,1035.0,820.0,886.0,1.4,56.8,0.3903,0.7
927.0,638.0,949.0,846.0,949.0,0.9,58.4,0.388,0.7
991.0,786.0,817.0,931.0,1037.0,0.3,61.0,0.3881,1.3
1317.0,1247.0,558.0,1360.0,1571.0,0.9,59.1,0.3913,3.4
1402.0,1462.0,449.0,1599.0,1885.0,4.1,47.9,0.3959,5.5
1222.0,1188.0,554.0,1265.0,1683.0,7.7,34.6,0.3652,4.1
1109.0,1060.0,650.0,1091.0,1412.0,10.9,25.7,0.3341,3.0
959.0,875.0,797.0,864.0,1006.0,13.7,17.4,0.2715,1.9
964.0,902.0,780.0,882.0,855.0,14.0,16.8,0.2672,1.8
1006.0,1006.0,705.0,988.0,964.0,14.1,17.0,0.2729,2.1
1002.0,968.0,732.0,920.0,886.0,15.0,15.8,0.2678,2.3
997.0,975.0,739.0,926.0,947.0,16.5,14.9,0.2775,2.3
1019.0,964.0,729.0,957.0,984.0,15.8,16.7,0.2972,2.0
1192.0,1196.0,581.0,1222.0,1450.0,13.2,23.9,0.3597,3.1
1399.0,1387.0,487.0,1499.0,1837.0,11.0,33.8,0.4436,5.1
1419.0,1408.0,466.0,1531.0,1899.0,9.5,39.0,0.4644,5.9
1250.0,1094.0,600.0,1198.0,1629.0,8.5,42.4,0.4716,3.2
1156.0,916.0,687.0,1055.0,1490.0,7.5,44.0,0.4564,2.4
1064.0,783.0,785.0,954.0,1319.0,6.6,46.0,0.4505,1.4
1066.0,771.0,795.0,949.0,1247.0,5.5,49.6,0.4526,1.4
1031.0,741.0,821.0,927.0,1144.0,4.9,52.2,0.4567,1.3
973.0,663.0,889.0,887.0,1014.0,4.6,53.5,0.4584,1.0
937.0,600.0,985.0,873.0,885.0,4.7,53.1,0.4589,0.8
930.0,616.0,969.0,893.0,875.0,3.8,56.8,0.4614,0.8
949.0,640.0,902.0,909.0,971.0,2.3,63.5,0.463,0.9
979.0,707.0,851.0,959.0,1048.0,2.0,64.9,0.4657,0.9
1094.0,865.0,708.0,1061.0,1223.0,2.0,65.3,0.4688,1.7
1450.0,1322.0,490.0,1497.0,1756.0,3.3,61.6,0.4829,4.3
1508.0,1479.0,419.0,1685.0,2014.0,5.7,52.5,0.4851,6.0
1374.0,1255.0,504.0,1375.0,1855.0,8.3,43.5,0.4774,3.8
1308.0,1117.0,549.0,1261.0,1795.0,10.5,38.9,0.4926,3.3
1249.0,996.0,593.0,1198.0,1575.0,14.5,33.4,0.5488,2.3
1282.0,1023.0,573.0,1305.0,1461.0,15.7,34.6,0.6147,2.4
1253.0,988.0,589.0,1292.0,1314.0,16.1,36.3,0.6593,2.2
1222.0,924.0,612.0,1216.0,1147.0,17.3,34.5,0.6728,1.9
1201.0,882.0,638.0,1189.0,948.0,17.6,34.1,0.6781,1.7
1238.0,985.0,592.0,1271.0,1252.0,18.0,33.1,0.6779,1.9
1434.0,1234.0,476.0,1520.0,1676.0,14.6,41.0,0.6792,3.8
1573.0,1436.0,407.0,1747.0,2056.0,12.8,46.2,0.6794,5.3
1552.0,1413.0,407.0,1724.0,2088.0,11.5,53.9,0.7312,5.9
1510.0,1297.0,458.0,1606.0,1945.0,10.6,58.8,0.7512,5.5
1165.0,870.0,671.0,1181.0,1482.0,9.7,60.0,0.7238,2.0
1177.0,837.0,670.0,1161.0,1448.0,8.3,64.2,0.7071,1.8
1135.0,800.0,705.0,1130.0,1304.0,7.8,65.5,0.6961,1.6
1070.0,739.0,767.0,1070.0,1186.0,7.5,65.9,0.6868,1.3
1034.0,715.0,801.0,1067.0,1051.0,6.1,72.1,0.6847,1.1
1014.0,731.0,784.0,1062.0,1038.0,4.6,78.2,0.6684,1.1
988.0,673.0,838.0,1034.0,969.0,4.0,80.9,0.667,1.0
975.0,668.0,874.0,1020.0,951.0,4.2,79.1,0.6611,0.8
984.0,681.0,852.0,1020.0,970.0,5.3,73.2,0.6577,0.9
1092.0,831.0,720.0,1143.0,1090.0,4.3,76.1,0.6395,1.3
1454.0,1299.0,457.0,1606.0,1673.0,4.8,74.6,0.647,4.1
1446.0,1328.0,439.0,1620.0,1833.0,7.5,64.5,0.6702,3.9
1316.0,1105.0,511.0,1372.0,1828.0,11.7,49.3,0.6772,3.5
1283.0,1039.0,549.0,1308.0,1724.0,14.7,41.2,0.6857,2.7
1223.0,999.0,578.0,1258.0,1547.0,17.4,33.2,0.6535,2.3
1176.0,969.0,612.0,1196.0,1300.0,18.8,26.2,0.5637,2.3
1041.0,945.0,692.0,1082.0,1000.0,19.1,18.1,0.3955,2.1
1008.0,946.0,705.0,1016.0,942.0,19.5,15.3,0.3431,2.2
962.0,807.0,821.0,901.0,745.0,20.2,14.4,0.337,1.8
1048.0,925.0,721.0,1022.0,941.0,19.8,16.0,0.3632,1.9
1145.0,1074.0,593.0,1186.0,1232.0,16.5,21.6,0.4012,2.7
1198.0,1291.0,531.0,1295.0,1527.0,14.5,18.3,0.2996,4.7
1319.0,1399.0,497.0,1458.0,1746.0,12.8,22.8,0.3364,5.4
1274.0,1136.0,547.0,1233.0,1741.0,11.5,35.9,0.4862,4.2
1085.0,882.0,705.0,985.0,1433.0,9.5,34.6,0.411,2.1
1017.0,760.0,806.0,922.0,1235.0,8.3,38.2,0.4203,1.4
1039.0,774.0,786.0,949.0,1173.0,7.7,41.7,0.4387,1.4
1027.0,751.0,798.0,936.0,1171.0,6.8,44.9,0.4472,1.4
952.0,662.0,905.0,887.0,1024.0,5.7,49.4,0.4551,1.0
930.0,609.0,968.0,864.0,928.0,5.7,50.1,0.4629,0.8
897.0,594.0,999.0,870.0,871.0,4.9,55.2,0.4807,0.7
928.0,631.0,985.0,908.0,884.0,4.5,56.3,0.48,0.6
987.0,738.0,833.0,957.0,1010.0,3.8,59.7,0.4839,0.2
1272.0,1111.0,563.0,1279.0,1416.0,4.3,58.6,0.4915,1.5
